make,model,price,fuel,year,kms,power,doors,shift,color,photos,is_professional,province,country
VOLKSWAGEN,Tiguan,23500,Diésel,2018.0,99000,150.0,5,Manual,Blanco,10,False,Navarra,Spain
VOLKSWAGEN,Golf,1300,Diésel,1998.0,300000,90.0,5,Manual,Blanco,10,False,Murcia,Spain
TOYOTA,Rav4,23500,Híbrido,2016.0,58339,197.0,5,Automático,Blanco,20,True,Alicante,Spain
MERCEDES-BENZ,GLA,48500,Híbrido enchufable,2020.0,341,218.0,5,Automático,Blanco (Blanco polar),35,True,Barcelona,Spain
PEUGEOT,208,6700,Diésel,2015.0,90185,68.0,5,Manual,Blanco,37,True,Madrid,Spain
VOLKSWAGEN,T-Roc,25625,Gasolina,2020.0,0,150.0,5,Manual,Blanco,9,True,Vizcaya,Spain
FORD,Focus,12400,Gasolina,2018.0,32860,125.0,5,Manual,Gris / Plata,12,True,Málaga,Spain
AUDI,A5,12999,Gasolina,2010.0,20000,211.0,2,Manual,Blanco,7,False,Madrid,Spain
JEEP,Renegade,16900,Diésel,2018.0,34308,120.0,5,Manual,Gris / Plata (*RIV*),34,True,Madrid,Spain
PEUGEOT,Traveller,26900,Diésel,2018.0,85306,180.0,4,Automático,Blanco,40,True,Álava,Spain
RENAULT,Modus,3200,Diésel,2005.0,175000,85.0,5,Manual,Verde,8,False,Valencia,Spain
AUDI,A8,29999,Gasolina,2009.0,116000,450.0,4,Automático,Gris / Plata,15,True,Málaga,Spain
FIAT,500,5200,Gasolina,2013.0,53500,85.0,3,Manual,Blanco,12,False,Asturias,Spain
PEUGEOT,3008,21990,Gasolina,2017.0,62000,130.0,5,Manual,Blanco,31,True,Valencia,Spain
CITROEN,C1,5900,Gasolina,2013.0,76602,68.0,5,Manual,Gris / Plata,9,True,Girona,Spain
PEUGEOT,208,9500,Diésel,2017.0,74000,75.0,5,Manual,Blanco,8,True,Pontevedra,Spain
BMW,Serie 3,15490,Diésel,2012.0,166000,184.0,4,Automático,Gris / Plata,11,False,Valencia,Spain
SEAT,León,15900,Diésel,2013.0,93433,184.0,5,Manual,Blanco,14,True,A Coruña,Spain
BMW,X1,28900,Diésel,2018.0,41035,150.0,5,Automático,C10 Mediterranblau (metalizado),18,True,Madrid,Spain
AUDI,A3,30900,Gasolina,2019.0,27402,150.0,2,Automático,Blanco,27,True,Alicante,Spain
TOYOTA,Auris,14650,Híbrido,2018.0,60000,136.0,5,Automático,Blanco (PM Pintura metalizada),33,True,Valencia,Spain
BMW,X5,34900,Híbrido enchufable,2016.0,91000,313.0,5,Automático,Azul,12,True,Las Palmas,Spain
PEUGEOT,208,6990,Diésel,2017.0,97733,75.0,5,Manual,Gris / Plata,8,True,Las Palmas,Spain
AUDI,A6,20900,Diésel,2014.0,83500,204.0,5,Manual,Negro,18,True,Salamanca,Spain
VOLVO,V60 Cross Country,43900,Diésel,2020.0,1,190.0,5,Automático,Blanco,45,True,Guipúzcoa,Spain
PEUGEOT,807,2950,Diésel,2005.0,360000,130.0,5,Manual,Granate,7,False,Alicante,Spain
MAHINDRA,KUV100,9400,Gasolina,2019.0,25500,82.0,5,Manual,Gris / Plata,6,True,Barcelona,Spain
VOLVO,XC90,55800,Diésel,2020.0,12200,235.0,5,Automático,Gris / Plata (THUNDER GREY),9,True,Barcelona,Spain
KIA,Sportage,9900,Diésel,2015.0,219000,115.0,5,Manual,Blanco,12,False,Sevilla,Spain
TOYOTA,GT86,26990,Gasolina,2018.0,49900,200.0,2,Automático,Blanco,23,True,Madrid,Spain
AUDI,A4,950,Gasolina,1999.0,170000,165.0,4,Manual,Verde,7,False,Lugo,Spain
VOLKSWAGEN,Golf,11300,Diésel,2016.0,77867,110.0,5,Manual,Z2Z2 Azul Noche (metalizado),26,True,Las Palmas,Spain
FORD,Mondeo,25800,Diésel,2019.0,7000,150.0,5,Automático,Blanco,27,True,Navarra,Spain
RENAULT,Kadjar,18750,Gasolina,2020.0,14320,140.0,5,Manual,Negro,18,True,Jaén,Spain
RENAULT,Kangoo Combi,10499,Diésel,2018.0,76045,75.0,4,Manual,Blanco (QNG Mineral Blanco opaca),11,True,Málaga,Spain
BMW,Serie 1,15900,Diésel,2015.0,127000,184.0,5,Manual,Naranja,10,False,Granada,Spain
SSANGYONG,Tivoli,19790,Diésel,2020.0,8,136.0,5,Manual,Gris / Plata,12,True,Murcia,Spain
MERCEDES-BENZ,Clase A,14100,Diésel,2014.0,130000,109.0,5,Manual,Blanco,16,False,Madrid,Spain
OPEL,Insignia,11600,Diésel,2017.0,110045,136.0,5,Automático,Negro,22,True,Toledo,Spain
MAZDA,CX-3,12450,Gasolina,2016.0,67335,120.0,5,Manual,Blanco,13,True,Las Palmas,Spain
RENAULT,Trafic,16650,Diésel,2016.0,41000,115.0,4,Manual,Blanco,10,True,Sevilla,Spain
CITROEN,C4,9850,Diésel,2016.0,48000,120.0,5,Manual,"M0 Pintura metalizada (""negro perla""gratuito)",22,True,Barcelona,Spain
CITROEN,Xsara Picasso,800,Gasolina,2001.0,150000,117.0,5,Manual,Gris / Plata,9,True,Tarragona,Spain
HYUNDAI,i40,9050,Diésel,2013.0,118028,115.0,5,Manual,Gris / Plata,1,True,Sevilla,Spain
KIA,Stonic,16400,Gasolina,2019.0,15000,100.0,5,Manual,Rojo,13,True,Valladolid,Spain
RENAULT,Trafic,12450,Diésel,2016.0,110000,90.0,4,Manual,Blanco (MFP02 Blanco),28,True,Sevilla,Spain
VOLKSWAGEN,Polo,4990,Gasolina,2006.0,199000,150.0,3,Manual,Blanco,11,True,Madrid,Spain
HYUNDAI,i30,7995,Diésel,2016.0,196000,110.0,5,Manual,Negro,2,False,Sevilla,Spain
BMW,X2,31300,Diésel,2018.0,44408,150.0,5,Automático,Blanco,18,True,Barcelona,Spain
NISSAN,LEAF,25292,Eléctrico,2020.0,10,150.0,5,Automático,Negro (Tela reciclada negra),21,True,Madrid,Spain
FORD,Kuga,19850,Diésel,2017.0,35151,120.0,5,Automático,Gris / Plata,30,True,Cantabria,Spain
VOLKSWAGEN,Golf,14800,Diésel,2015.0,122692,150.0,5,Automático,Gris / Plata (*LRO*),41,True,Albacete,Spain
OPEL,Grandland X,21900,Diésel,2019.0,13000,130.0,5,Manual,Rojo,6,True,Jaén,Spain
TOYOTA,Avensis,9900,Diésel,2013.0,126000,124.0,5,Manual,Gris / Plata,5,True,Toledo,Spain
MINI,Countryman,43700,Gasolina,2020.0,8750,306.0,5,Automático,Blanco,30,True,Alicante,Spain
PEUGEOT,5008,11900,Diésel,2015.0,80286,120.0,5,Manual,M0F4 Gris Artense (metalizada),31,True,Madrid,Spain
SMART,forfour,11500,Gasolina,2016.0,59500,90.0,5,Automático,Azul (Negro ),9,True,Tenerife,Spain
OPEL,Mokka X,13500,Gasolina,2018.0,97046,140.0,5,Automático,Gris / Plata,27,True,Madrid,Spain
TOYOTA,Corolla,22150,Híbrido,2020.0,5,122.0,4,Automático,Azul (Gris Celestite),23,True,A Coruña,Spain
VOLKSWAGEN,Golf,10200,Gasolina,2007.0,154700,200.0,3,Manual,Rojo,10,False,Madrid,Spain
MERCEDES-BENZ,Clase C,13900,Diésel,2011.0,173937,204.0,5,Manual,040 Negro (estÃ¡ndar),30,True,Albacete,Spain
BMW,X3,26950,Diésel,2016.0,80000,190.0,5,Automático,Marrón,11,True,Las Palmas,Spain
BMW,X1,26990,Diésel,2019.0,19934,150.0,5,Manual,300 AlpinweiÃ? (sÃ³lido),11,True,Barcelona,Spain
TOYOTA,Yaris,11290,Gasolina,2016.0,52840,69.0,5,Manual,Blanco,27,True,Vizcaya,Spain
DACIA,Sandero,10200,Diésel,2017.0,66606,90.0,5,Manual,Blanco,23,True,Granada,Spain
DACIA,Dokker,6980,Diésel,2015.0,166000,75.0,4,Manual,Negro,16,True,Toledo,Spain
VOLKSWAGEN,Passat,11550,Diésel,2016.0,115000,120.0,5,Manual,Gris / Plata,12,True,Madrid,Spain
OPEL,Astra,1999,Diésel,2008.0,338478,100.0,5,Manual,Negro,11,True,Badajoz,Spain
FORD,Kuga,15490,Gasolina,2016.0,41900,150.0,5,Manual,Gris / Plata,28,True,Barcelona,Spain
FORD,Grand C-Max,12900,Gasolina,2015.0,67952,125.0,5,Manual,Azul (AZUL),18,True,Madrid,Spain
OPEL,Vivaro,21000,Diésel,2018.0,32000,125.0,4,Manual,Gris / Plata (OSCURO),17,True,Sevilla,Spain
VOLKSWAGEN,Caddy,20500,Diésel,2020.0,6702,102.0,5,Manual,Marrón (H4H4 Brown Chestnut metalizado),17,True,Madrid,Spain
NISSAN,QASHQAI+2,8000,Diésel,2010.0,160000,150.0,5,Manual,Rojo,15,False,Madrid,Spain
BMW,Z4,8500,Gasolina,2005.0,188238,231.0,2,Manual,Blanco,16,True,Sevilla,Spain
PEUGEOT,5008,23100,Diésel,2019.0,68000,130.0,5,Automático,Blanco,13,True,Barcelona,Spain
OPEL,Corsa,16495,Gasolina,2020.0,10156,100.0,5,Manual,Negro Pulsar (sólido),33,True,Madrid,Spain
RENAULT,Talisman,26990,Diésel,2019.0,23805,160.0,4,Automático,Rojo,12,True,Madrid,Spain
VOLKSWAGEN,Tiguan,19900,Diésel,2016.0,72983,150.0,5,Manual,Negro,18,True,Madrid,Spain
RENAULT,Mégane,6490,Gasolina,2012.0,91543,110.0,5,Manual,Blanco,33,True,Madrid,Spain
TOYOTA,Avensis,4200,Diésel,2008.0,260000,150.0,5,Manual,Beige,7,False,Navarra,Spain
OPEL,Zafira Tourer,12300,Gasolina,2017.0,78000,140.0,5,Manual,Azul,14,False,Alicante,Spain
VOLKSWAGEN,Polo,5590,Diésel,2010.0,160472,90.0,5,Manual,Negro,36,True,Madrid,Spain
VOLKSWAGEN,Polo,7499,Gasolina,2014.0,48344,90.0,3,Manual,Blanco,21,True,Madrid,Spain
OPEL,Zafira Tourer,15400,Diésel,2016.0,52925,136.0,5,Manual,Gris Phantom (perlado bicapa),41,True,Vizcaya,Spain
FORD,EcoSport,16900,Gasolina,2019.0,32000,125.0,5,Manual,Blanco,10,True,Lleida,Spain
VOLKSWAGEN,Caddy,18990,Diésel,2019.0,14583,102.0,4,Automático,Rojo (4B4B Rojo Cereza sÃ³lido),18,True,Sevilla,Spain
MERCEDES-BENZ,Clase GLC,34900,Diésel,2017.0,59288,204.0,5,Automático,Negro,18,True,Barcelona,Spain
SEAT,León,9690,Diésel,2016.0,107000,110.0,5,Manual,Blanco,25,True,Madrid,Spain
VOLKSWAGEN,Golf,4100,Diésel,2008.0,180000,90.0,5,Manual,Gris / Plata,26,True,Badajoz,Spain
PEUGEOT,5008,6900,Diésel,2013.0,172000,115.0,5,Manual,Gris / Plata,10,False,Madrid,Spain
SUBARU,Outback,29700,Gasolina,2020.0,2,175.0,5,Automático,Gris / Plata (MAGNETITE GRAY ),14,True,Barcelona,Spain
VOLVO,XC60,12900,Diésel,2009.0,190000,205.0,5,Manual,Azul,17,True,Badajoz,Spain
SMART,fortwo,11354,Gasolina,2017.0,57025,90.0,3,Automático,Blanco (CELULA TRIDION EN COLOR PLATA),14,True,Madrid,Spain
MERCEDES-BENZ,Clase A,17500,Diésel,2013.0,92600,136.0,5,Automático,Blanco,21,True,Tarragona,Spain
SKODA,Octavia,7500,Diésel,2016.0,177611,110.0,5,Automático,Negro,24,True,Valencia,Spain
MAZDA,Mazda2,11990,Gasolina,2017.0,44500,75.0,5,Manual,Blanco (Tela Negro Style),36,True,Lugo,Spain
SEAT,Ibiza,9999,Diésel,2017.0,109990,90.0,5,Manual,Blanco,29,True,Murcia,Spain
PEUGEOT,508,9999,Diésel,2016.0,180000,180.0,4,Automático,Negro,9,True,Cádiz,Spain
RENAULT,Master,10499,Diésel,2013.0,145000,125.0,4,Manual,Blanco,9,True,Sevilla,Spain
SUZUKI,Grand Vitara,8500,Diésel,2006.0,162000,129.0,5,Manual,Gris / Plata,14,True,Palencia,Spain
MERCEDES-BENZ,Clase C,3999,Gasolina,2001.0,134000,197.0,3,Automático,Azul,9,True,Barcelona,Spain
TOYOTA,Rav4,3990,Gasolina,2001.0,276600,125.0,3,Manual,Gris / Plata,12,True,Albacete,Spain
CITROEN,C4 Picasso,9500,Diésel,2015.0,141408,115.0,5,Manual,Negro (*GET*),30,True,Barcelona,Spain
RENAULT,Clio,5450,Gasolina,2014.0,169000,75.0,5,Manual,Rojo (muy cuidado poco consumo etiqueta c),11,True,Palencia,Spain
KIA,Sportage,11300,Diésel,2011.0,127000,115.0,5,Manual,Gris / Plata,14,True,Asturias,Spain
MINI,MINI,14000,Gasolina,2008.0,132000,211.0,3,Manual,Rojo,12,False,Baleares,Spain
BMW,Serie 1,8500,Diésel,2008.0,230000,177.0,2,Manual,Blanco,31,True,Madrid,Spain
FORD,Mondeo,5000,Diésel,2008.0,218000,140.0,5,Manual,Gris / Plata,0,False,Zaragoza,Spain
HYUNDAI,i40,15490,Diésel,2017.0,103370,115.0,5,Automático,Rojo (rojo),45,True,Madrid,Spain
PEUGEOT,2008,15400,Gasolina,2016.0,38331,110.0,5,Manual,Blanco Antarctique (opaco),39,True,Álava,Spain
TOYOTA,Rav4,17990,Diésel,2018.0,34000,143.0,5,Manual,Blanco,9,True,Tenerife,Spain
CITROEN,C3,3500,Gasolina,2005.0,106000,75.0,5,Manual,Rojo,9,False,Teruel,Spain
DACIA,Logan,7100,Diésel,2018.0,40000,75.0,4,Manual,Blanco,3,False,Madrid,Spain
MERCEDES-BENZ,Clase S,6000,Diésel,2003.0,178900,204.0,4,Automático,Granate,8,True,Asturias,Spain
HYUNDAI,IONIQ,31000,Eléctrico,2020.0,10,136.0,5,Automático,Gris / Plata (negro),21,True,Madrid,Spain
VOLKSWAGEN,Eos,7990,Gasolina,2009.0,170550,122.0,2,Manual,Negro,24,True,Pontevedra,Spain
AUDI,TT,5900,Gasolina,2000.0,157000,225.0,2,Manual,Gris / Plata,13,False,Orense,Spain
CITROEN,Jumpy,22500,Diésel,2018.0,35093,150.0,4,Manual,Negro (AL38 Banqueta 2 plazas + Asiento basculante en 2Âª fila + Banqueta monobloque basculante 3 pl,27,True,Madrid,Spain
BMW,Serie 5,32900,Diésel,2017.0,53904,265.0,4,Automático,Gris / Plata,54,True,Burgos,Spain
BMW,Serie 1,17900,Diésel,2016.0,48240,116.0,5,Manual,Glaciersilber (metalizado),8,True,Guipúzcoa,Spain
LAND-ROVER,Range Rover,71900,Diésel,2016.0,62808,258.0,5,Automático,Blanco,18,False,Málaga,Spain
DACIA,Duster,5990,Gasolina,2012.0,68000,105.0,5,Manual,Azul,12,True,Las Palmas,Spain
NISSAN,QASHQAI,26900,Diésel,2019.0,0,115.0,5,Manual,Azul,4,True,Alicante,Spain
BMW,Serie 5,29800,Diésel,2016.0,92257,258.0,5,Automático,475 Black Sapphire (metalizado),31,True,Madrid,Spain
SEAT,León,14499,Diésel,2018.0,19528,115.0,5,Manual,9550 Azul MediterrÃ¡neo (suave),9,True,Sevilla,Spain
PEUGEOT,Partner,16990,Diésel,2020.0,1,98.0,3,Manual,Blanco,13,True,Barcelona,Spain
AUDI,Q3,33900,Gasolina,2019.0,21216,150.0,5,Automático,Gris / Plata,12,True,Málaga,Spain
DACIA,Duster,8300,Diésel,2013.0,60000,90.0,5,Manual,Gris / Plata,10,True,Valencia,Spain
TOYOTA,Rav4,17500,Diésel,2016.0,61900,143.0,5,Manual,Gris / Plata,10,True,Baleares,Spain
PEUGEOT,2008,10900,Diésel,2017.0,135000,100.0,5,Manual,Azul,10,True,Sevilla,Spain
AUDI,A3,15500,Diésel,2015.0,100000,110.0,5,Automático,Blanco,7,False,Barcelona,Spain
MERCEDES-BENZ,Vito,21175,Diésel,2019.0,20000,88.0,4,Manual,Blanco (BLANCO ARTICO),6,True,Zaragoza,Spain
FORD,Kuga,15400,Diésel,2016.0,59000,150.0,5,Manual,pa19 Gris MagnÃ©tico (metalizado),8,True,Sevilla,Spain
MERCEDES-BENZ,GLB,45385,Gasolina,2021.0,0,163.0,5,Automático,Blanco (Blanco digital),18,True,Toledo,Spain
NISSAN,NT400,33900,Diésel,2018.0,21398,130.0,2,Manual,Blanco,9,True,Sevilla,Spain
NISSAN,NOTE,1699,Diésel,2007.0,270000,86.0,5,Manual,Negro,19,True,Madrid,Spain
KIA,Picanto,15900,Gasolina,2020.0,1,67.0,5,Manual,Rojo,16,True,Valencia,Spain
LAND-ROVER,Range Rover Sport,37900,Diésel,2015.0,92000,292.0,5,Automático,Rojo,16,True,Barcelona,Spain
CITROEN,C3,2200,Gasolina,2004.0,125000,61.0,5,,Azul,1,False,Valladolid,Spain
SEAT,León,15490,Diésel,2015.0,59000,150.0,5,Automático,Gris / Plata,14,True,Barcelona,Spain
TOYOTA,Corolla,19490,Híbrido,2020.0,6500,122.0,5,Automático,Blanco,13,True,Cáceres,Spain
OPEL,Grandland X,17495,Gasolina,2018.0,20000,130.0,5,Manual,Blanco,2,True,Madrid,Spain
HONDA,CR-V,8700,Diésel,2011.0,204000,150.0,5,Manual,Negro,10,True,Asturias,Spain
VOLKSWAGEN,Tiguan,16900,Diésel,2015.0,72000,110.0,5,Manual,Azul,18,True,Pontevedra,Spain
OPEL,Insignia,8490,Diésel,2009.0,99990,130.0,4,Manual,Gris / Plata,31,True,Vizcaya,Spain
KIA,Niro PHEV,27900,Híbrido enchufable,2020.0,5625,141.0,5,Automático,Rojo,13,True,Madrid,Spain
TOYOTA,Avensis,13900,Diésel,2017.0,117252,143.0,5,Manual,Gris / Plata,23,True,Sevilla,Spain
ALFA ROMEO,147,1500,Diésel,2002.0,340000,115.0,5,Manual,Azul,9,False,Málaga,Spain
FIAT,Stilo,1900,Gasolina,2006.0,185000,95.0,3,Manual,Negro,4,False,Valencia,Spain
AUDI,A4,28900,Diésel,2017.0,49189,150.0,5,Automático,Gris / Plata,5,False,Alicante,Spain
OPEL,Insignia,9500,Diésel,2016.0,155000,136.0,5,Manual,Gris / Plata,8,True,Murcia,Spain
PEUGEOT,3008,20900,Diésel,2017.0,93616,150.0,5,Manual,Negro,54,True,Burgos,Spain
MERCEDES-BENZ,Clase A,19900,Diésel,2016.0,79850,109.0,5,Manual,Blanco (BLANCO),21,True,Valladolid,Spain
PEUGEOT,Expert,8980,Diésel,2014.0,108000,90.0,4,Manual,Blanco,23,True,Barcelona,Spain
OPEL,Zafira,1100,Diésel,2003.0,250000,125.0,5,Manual,Gris / Plata,7,False,Barcelona,Spain
BMW,Serie 3,2600,Diésel,2005.0,345,163.0,5,Manual,Gris / Plata,2,False,Valladolid,Spain
DACIA,Dokker,10700,Diésel,2018.0,59400,75.0,4,Manual,Blanco,13,True,Baleares,Spain
MERCEDES-BENZ,Clase E,8500,Diésel,2004.0,127000,204.0,4,Manual,Negro,6,False,Cuenca,Spain
VOLKSWAGEN,Touran,15900,Diésel,2017.0,78156,115.0,5,Manual,Negro,19,True,Madrid,Spain
VOLVO,V90 Cross Country,51000,Diésel,2019.0,19300,190.0,5,Automático,Charcoal (Parcial Cuero Nappa Comfort),35,True,Huesca,Spain
FORD,Grand C-Max,13200,Diésel,2017.0,136000,150.0,5,Automático,Azul,14,True,Sevilla,Spain
RENAULT,Laguna,2100,Diésel,2007.0,250000,110.0,5,Manual,Negro,0,False,Madrid,Spain
SEAT,Ibiza,1350,Diésel,2004.0,280000,64.0,5,Manual,Amarillo,13,True,Valencia,Spain
SKODA,Yeti,13490,Gasolina,2017.0,50036,110.0,5,Manual,Blanco,26,True,Barcelona,Spain
FORD,Fiesta,16900,Gasolina,2019.0,0,100.0,5,Manual,Blanco,10,True,La Rioja,Spain
OPEL,Vivaro,15990,Diésel,2017.0,166700,145.0,4,Manual,Blanco,18,True,Sevilla,Spain
BMW,Serie 5,6990,Diésel,2009.0,250000,177.0,4,Manual,Gris / Plata,11,False,Albacete,Spain
PEUGEOT,407,2900,Diésel,2008.0,216000,110.0,4,Manual,Negro,34,True,Jaén,Spain
OPEL,Zafira,16990,Diésel,2018.0,55500,134.0,5,Manual,Marrón,39,True,Málaga,Spain
MERCEDES-BENZ,Clase C,17500,Diésel,2016.0,119880,170.0,5,Manual,Gris / Plata,14,True,Sevilla,Spain
RENAULT,Mégane,5999,Gasolina,2010.0,165000,110.0,3,Manual,Blanco (OCASION!! MEJOR VER!!),24,True,Madrid,Spain
MINI,MINI,11500,Diésel,2015.0,98000,116.0,3,Manual,Negro,14,True,Valencia,Spain
FORD,C-Max,12700,Gasolina,2018.0,44600,125.0,5,Manual,Negro,10,True,Barcelona,Spain
MASERATI,Ghibli,31000,Diésel,2015.0,170000,275.0,4,Automático,Blanco,22,False,Barcelona,Spain
RENAULT,Grand Scénic,11890,Diésel,2016.0,113000,110.0,5,Manual,Negro,11,True,Madrid,Spain
MERCEDES-BENZ,Clase C,27500,Diésel,2016.0,110000,170.0,2,Automático,Azul,6,False,Huelva,Spain
AUDI,A4,17990,Diésel,2016.0,112000,150.0,5,Manual,Gris / Plata,54,True,A Coruña,Spain
HYUNDAI,H-1,7000,Diésel,2008.0,180000,140.0,4,Manual,Gris / Plata,5,False,Palencia,Spain
BMW,Serie 3,16500,Diésel,2007.0,135000,231.0,2,Manual,Azul,5,False,Sevilla,Spain
MAZDA,Mazda6,7499,Gasolina,2009.0,112300,170.0,5,Manual,Negro,18,False,Madrid,Spain
FIAT,Ducato,17900,Diésel,2017.0,71000,130.0,4,Manual,Blanco,10,True,Tenerife,Spain
PORSCHE,911,144500,Gasolina,1995.0,78000,408.0,2,Manual,Azul,26,True,Barcelona,Spain
PEUGEOT,2008,13380,Gasolina,2019.0,20421,82.0,5,Manual,Blanco (NEGRO PERLA NERA),18,True,Madrid,Spain
FORD,Mondeo,3000,Diésel,2004.0,195000,130.0,4,Manual,Gris / Plata,17,True,Vizcaya,Spain
RENAULT,Kangoo Combi,11400,Diésel,2018.0,35394,75.0,4,Manual,Blanco,10,True,Madrid,Spain
NISSAN,QASHQAI,21990,Gasolina,2019.0,22737,160.0,5,Automático,Negro (Gris),29,True,Madrid,Spain
PEUGEOT,407 SW,3350,Diésel,2009.0,176000,110.0,5,Manual,Negro,7,False,Valencia,Spain
AUDI,A1,18500,Diésel,2017.0,49999,116.0,5,Automático,2Y2Y Blanco Glaciar (metalizado),20,True,Madrid,Spain
JAGUAR,S-Type,4300,Gasolina,2001.0,165000,276.0,4,Automático,Azul,13,True,Alicante,Spain
HYUNDAI,i10,8200,Gasolina,2015.0,22153,66.0,5,Manual,Blanco,23,True,Madrid,Spain
MERCEDES-BENZ,Clase GLE Coupé,86500,Diésel,2020.0,1,258.0,5,Automático,Azul (Brillante ),23,True,Valencia,Spain
RENAULT,Mégane,11000,Diésel,2017.0,83000,110.0,5,Manual,Marrón,11,True,Madrid,Spain
HYUNDAI,Kona,25000,Eléctrico,2018.0,57000,204.0,5,Automático,Blanco,5,False,Barcelona,Spain
SUBARU,Outback,34495,Gasolina,2020.0,10,175.0,5,Automático,Beige,11,True,Guipúzcoa,Spain
SEAT,Exeo,9000,Diésel,2012.0,121000,143.0,5,Manual,Blanco,9,False,Madrid,Spain
VOLKSWAGEN,Passat,15850,Gasolina,2016.0,59000,150.0,4,Manual,Azul (met Pintura metalizada),28,True,Sevilla,Spain
BMW,Serie 1,17390,Gasolina,2018.0,34572,109.0,5,Manual,Blanco (Tela Move Anthrazit),17,True,Madrid,Spain
AUDI,Q5,19900,Diésel,2013.0,120000,177.0,5,Manual,Gris / Plata,48,True,Valencia,Spain
AUDI,A3,18890,Diésel,2017.0,46177,110.0,5,Manual,Azul (Tela Regata/mono.pur Negro),18,True,Madrid,Spain
CITROEN,C3,6700,Gasolina,2013.0,24000,68.0,5,Manual,Blanco,8,False,Madrid,Spain
BMW,Serie 4,27900,Diésel,2015.0,46000,190.0,5,Automático,Gris / Plata,18,True,Tarragona,Spain
SEAT,León,14900,Gasolina,2019.0,40000,130.0,5,Manual,Blanco,26,True,Madrid,Spain
RENAULT,Espace,19499,Diésel,2017.0,85116,160.0,5,Automático,Negro,54,True,Madrid,Spain
SKODA,Citigo,6900,Gasolina,2015.0,80961,60.0,5,Manual,Blanco,20,True,Pontevedra,Spain
AUDI,Q3,27900,Gasolina,2018.0,48000,150.0,5,Automático,Blanco,10,True,Madrid,Spain
JEEP,Renegade,18500,Diésel,2016.0,103000,140.0,5,Automático,Blanco,5,False,Madrid,Spain
OPEL,Insignia,6990,Diésel,2012.0,221000,130.0,5,Manual,Marrón,10,True,Salamanca,Spain
NISSAN,Patrol,9500,Diésel,2005.0,275000,160.0,3,Manual,Blanco,1,False,Huelva,Spain
BMW,X5,32950,Diésel,2016.0,80000,258.0,5,Automático,met Pintura metalizada (excepto Rubinschwarz metalizado y Pyritbraun metalizado),40,True,Madrid,Spain
HYUNDAI,TUCSON,23890,Híbrido,2020.0,12,116.0,5,Manual,Rojo,12,True,Madrid,Spain
SEAT,Ibiza,12490,Gasolina,2019.0,17475,80.0,5,Manual,Negro,30,True,Barcelona,Spain
VOLKSWAGEN,Golf,2500,Gasolina,2001.0,240000,105.0,5,Manual,Rojo,6,False,Las Palmas,Spain
AUDI,A3,18500,Diésel,2014.0,127000,150.0,5,Manual,Rojo,12,True,Pontevedra,Spain
MINI,MINI,22990,Gasolina,2015.0,60000,231.0,3,Automático,Azul,48,True,Madrid,Spain
CHEVROLET,Cruze,6900,Diésel,2011.0,125000,163.0,4,Manual,Gris / Plata,25,True,Sevilla,Spain
SEAT,Ibiza,14390,Gasolina,2019.0,39990,115.0,5,Manual,Negro,36,True,Vizcaya,Spain
VOLKSWAGEN,Golf,34400,Híbrido,2020.0,3000,150.0,5,Automático,Blanco (Blanco Puro),13,True,Barcelona,Spain
OPEL,Crossland X,14500,Gasolina,2019.0,59501,110.0,5,Manual,Gris / Plata,22,True,Sevilla,Spain
HYUNDAI,ix35,14990,Diésel,2015.0,66600,115.0,5,Manual,Gris / Plata,25,True,Madrid,Spain
SEAT,Ibiza,12900,Gasolina,2017.0,49000,95.0,5,Manual,Blanco,19,True,Pontevedra,Spain
FERRARI,California,119900,Gasolina,2013.0,29560,490.0,2,Automático,Rojo,35,True,Málaga,Spain
KIA,Carens,16990,Gasolina,2018.0,9300,135.0,5,Manual,Blanco,32,True,Ávila,Spain
FORD,EcoSport,12900,Diésel,2017.0,62419,95.0,5,Manual,Gris / Plata,20,True,Málaga,Spain
KIA,Carens,14950,Diésel,2018.0,37000,115.0,5,Manual,Blanco (BLANCO),20,True,Málaga,Spain
SEAT,Ibiza,7000,Diésel,2013.0,144000,105.0,5,Manual,Gris / Plata,26,True,Sevilla,Spain
HYUNDAI,Kona,12975,Gasolina,2018.0,64261,120.0,5,Manual,Amarillo,34,True,Madrid,Spain
MERCEDES-BENZ,Vito,29650,Diésel,2019.0,35820,136.0,4,Automático,Negro,18,True,Málaga,Spain
NISSAN,JUKE,12650,Gasolina,2018.0,41829,112.0,5,Manual,Rojo,26,True,Madrid,Spain
HYUNDAI,i40,7999,Diésel,2012.0,225000,115.0,4,Manual,Azul,16,True,Albacete,Spain
BMW,Serie 5,31900,Híbrido enchufable,2018.0,105000,252.0,4,Automático,Negro,44,True,Madrid,Spain
SEAT,Ibiza,12200,Gasolina,2019.0,8623,80.0,5,Manual,S7S7 Gris Magnetic (metalizado),15,True,Alicante,Spain
AUDI,Q5,16500,Diésel,2013.0,120000,143.0,5,Manual,Blanco,7,False,Sevilla,Spain
VOLKSWAGEN,Polo,11950,Gasolina,2018.0,62000,95.0,5,Manual,Azul (met Pintura metalizada),22,True,Sevilla,Spain
PEUGEOT,208,19990,Diésel,2020.0,10,100.0,5,Manual,Blanco (nacarado),6,True,Murcia,Spain
FORD,C-Max,8500,Gasolina,2013.0,50000,125.0,5,Manual,Blanco,16,True,Madrid,Spain
